AUC,AP,F1
0.40300616649537513,0.01724347122798565,0.023809523809523808
0.373792394655704,0.014963625210952541,0.011834319526627219
0.34313977389516953,0.014112157640850522,0.0
0.33266957862281604,0.013973861328322715,0.0
0.34596608427543685,0.014388318655989874,0.011976047904191617
0.3784429599177801,0.015114169251550055,0.011834319526627219
0.3660071942446043,0.015557483285320185,0.023809523809523808
0.3665596094552929,0.014667427863068863,0.0
0.3582990750256937,0.0147945776978135,0.011976047904191617
0.367754367934224,0.014928244398141617,0.0
